,title,link,company,location,salary,description,date_added,skills,search_term,date_searched
0,Junior Frontend Developer (Vue.js),careerjet.pl/jobad/pl7bba0a73a39b636e81d6bcf1e1cde530,Soulab Consulting,"Lublin, lubelskie",,"Soulab to dynamicznie rozwijający się lubelski startup, który zajmuje się tworzeniem autorskiego oprogramowania. Naszą misją jest tworzenie innowacyjnych rozwiązań, które usprawnia…",,,python,2023-12-02
1,PHP Developer [Junior / Mid],careerjet.pl/jobad/pl83a6c16e9e3cf70879934925476ecaac,Soulab Consulting,"Lublin, lubelskie",,"Soulab to dynamicznie rozwijający się lubelski startup, który zajmuje się tworzeniem autorskiego oprogramowania. Naszą misją jest tworzenie innowacyjnych rozwiązań, które usprawnia…",,,python,2023-12-02
2,Junior Full Stack Developer (PHP + Vue.js),careerjet.pl/jobad/pl9ffc1186d989c5ef4b56f00eee2f808f,Soulab Consulting,"Lublin, lubelskie",,"Soulab to dynamicznie rozwijający się lubelski startup, który zajmuje się tworzeniem autorskiego oprogramowania. Naszą misją jest tworzenie innowacyjnych rozwiązań, które usprawnia…",,,python,2023-12-02
3,Frontend Developer with Angular/React 1,careerjet.pl/jobad/plf80bccf54ae429d09ede0f7c6ffe274a,Atos,"Wrocław, dolnośląskie",,"Eviden is an Atos Group business with an annual revenue of circa € 5 billion and a global leader in data-driven, trusted and sustainable digital transformation. As a next generatio…",,,python,2023-12-02
4,Mid Frontend Developer (Vue.js),careerjet.pl/jobad/pl30a45f0bce9f04221228ace9ef51786d,Soulab Consulting,"Lublin, lubelskie",,"Soulab to dynamicznie rozwijający się lubelski startup, który zajmuje się tworzeniem autorskiego oprogramowania. Naszą misją jest tworzenie innowacyjnych rozwiązań, które usprawnia…",,,python,2023-12-02
5,Mid Fullstack Developer (Vue.js + PHP),careerjet.pl/jobad/pl55508d5e96a8cdf32dbbedf63f80ec68,Soulab Consulting,"Lublin, lubelskie",,"Soulab to dynamicznie rozwijający się lubelski startup, który zajmuje się tworzeniem autorskiego oprogramowania. Naszą misją jest tworzenie innowacyjnych rozwiązań, które usprawnia…",,,python,2023-12-02
6,Full Stack Developer - praktyki,careerjet.pl/jobad/plb07186bc70b3a3db14aa45180ac312db,Soulab Consulting,"Lublin, lubelskie",,"Soulab to dynamicznie rozwijający się lubelski startup, który zajmuje się tworzeniem autorskiego oprogramowania. Naszą misją jest tworzenie innowacyjnych rozwiązań, które usprawnia…",,,python,2023-12-02
7,👉 Senior Frontend Developer (Angular) @ Xebia,careerjet.pl/jobad/pl35d2104ed49a8d7244dfca0d4a727064,Xebia,Polska,,"🟣 Your profile:   5+ years of experience in creating front-end web solutions,  2+ years of experience with Angular,  skilled in JavaScript and experienced in TypeScript,  able to …",,,python,2023-12-02
8,Frontend Developer with Vue.js (remote),careerjet.pl/jobad/ple0ce9d58f8283f6722f567ad10a254b2,Etteplan,Polska,,Kilka słów o Etteplan:   Jesteśmy międzynarodowym centrum R&D rodem z Finlandii. Naszą największą przewagą jest wszechstronność - tworzymy oprogramowanie i rozwiązania z zakresu Io…,,,python,2023-12-02
9,Fullstack Developer (PHP & Vue) @ Grupa Morizon-Gratka Sp. z o.o,careerjet.pl/jobad/pl747d7e651a0093c751b2b6c1c481d0b1,Grupa Morizon-Gratka Sp. z o.o.,"Gdańsk, pomorskie",,Zaangażowanie (na pierwszym miejscu nie jest przypadkiem).  PHP & Vue.js - bardzo dobra znajomość obejmująca zaawansowane techniki programistyczne.  Symfony 4.* lub 5.*  Znajomość …,,,python,2023-12-02
