,data,metadata.total_elements,metadata.visible_total_count,metadata.promoted,metadata.search_id,metadata.adverts.places,metadata.adverts.config.targeting.env,metadata.adverts.config.targeting.lang,metadata.adverts.config.targeting.account,metadata.adverts.config.targeting.dfp_user_id,metadata.adverts.config.targeting.user_status,metadata.adverts.config.targeting.cat_l0,metadata.adverts.config.targeting.cat_id,metadata.adverts.config.targeting.private_business,metadata.adverts.config.targeting.offer_seek,metadata.adverts.config.targeting.view,metadata.adverts.config.targeting.search_engine_input,metadata.adverts.config.targeting.page,metadata.adverts.config.targeting.segment,metadata.adverts.config.targeting.app_version,metadata.source.promoted,metadata.source.organic,links.self.href,links.next.href,links.first.href
